Offset,este date,este close,este volume,este spy close,vmc date,vmc close,vmc volume,vmc spy close,mtw date,mtw close,mtw volume,mtw spy close,drq date,drq close,drq volume,drq spy close,nem date,nem close,nem volume,nem spy close,ceco date,ceco close,ceco volume,ceco spy close,nsit date,nsit close,nsit volume,nsit spy close,mtn date,mtn close,mtn volume,mtn spy close,mye date,mye close,mye volume,mye spy close,apa date,apa close,apa volume,apa spy close,dg date,dg close,dg volume,dg spy close,nuan date,nuan close,nuan volume,nuan spy close,chs date,chs close,chs volume,chs spy close,jnj date,jnj close,jnj volume,jnj spy close,crus date,crus close,crus volume,crus spy close,plxs date,plxs close,plxs volume,plxs spy close,emn date,emn close,emn volume,emn spy close,ghl date,ghl close,ghl volume,ghl spy close,gpn date,gpn close,gpn volume,gpn spy close,wu date,wu close,wu volume,wu spy close,frc date,frc close,frc volume,frc spy close,gnw date,gnw close,gnw volume,gnw spy close,foe date,foe close,foe volume,foe spy close,f date,f close,f volume,f spy close,becn date,becn close,becn volume,becn spy close,trc date,trc close,trc volume,trc spy close,px date,px close,px volume,px spy close,aroc date,aroc close,aroc volume,aroc spy close,sre date,sre close,sre volume,sre spy close,tmus date,tmus close,tmus volume,tmus spy close,cys date,cys close,cys volume,cys spy close,qep date,qep close,qep volume,qep spy close,holx date,holx close,holx volume,holx spy close,krg date,krg close,krg volume,krg spy close,ocsl date,ocsl close,ocsl volume,ocsl spy close,vrts date,vrts close,vrts volume,vrts spy close,unt date,unt close,unt volume,unt spy close,two date,two close,two volume,two spy close,ntg date,ntg close,ntg volume,ntg spy close,mro date,mro close,mro volume,mro spy close,dvn date,dvn close,dvn volume,dvn spy close,aee date,aee close,aee volume,aee spy close,fico date,fico close,fico volume,fico spy close,scsc date,scsc close,scsc volume,scsc spy close,podd date,podd close,podd volume,podd spy close,adtn date,adtn close,adtn volume,adtn spy close,wgl date,wgl close,wgl volume,wgl spy close,syna date,syna close,syna volume,syna spy close,amcx date,amcx close,amcx volume,amcx spy close,acm date,acm close,acm volume,acm spy close,kra date,kra close,kra volume,kra spy close,cps date,cps close,cps volume,cps spy close,jcom date,jcom close,jcom volume,jcom spy close,arry date,arry close,arry volume,arry spy close,smtc date,smtc close,smtc volume,smtc spy close,col date,col close,col volume,col spy close,semg date,semg close,semg volume,semg spy close,odp date,odp close,odp volume,odp spy close,mcd date,mcd close,mcd volume,mcd spy close,p date,p close,p volume,p spy close,ecyt date,ecyt close,ecyt volume,ecyt spy close,kbr date,kbr close,kbr volume,kbr spy close,amc date,amc close,amc volume,amc spy close,fsic date,fsic close,fsic volume,fsic spy close,scwx date,scwx close,scwx volume,scwx spy close,fcb date,fcb close,fcb volume,fcb spy close,tmhc date,tmhc close,tmhc volume,tmhc spy close,hawk date,hawk close,hawk volume,hawk spy close,out date,out close,out volume,out spy close,qts date,qts close,qts volume,qts spy close,ladr date,ladr close,ladr volume,ladr spy close,qtwo date,qtwo close,qtwo volume,qtwo spy close,mobl date,mobl close,mobl volume,mobl spy close,navi date,navi close,navi volume,navi spy close,vsto date,vsto close,vsto volume,vsto spy close,eri date,eri close,eri volume,eri spy close,mcrn date,mcrn close,mcrn volume,mcrn spy close,cveo date,cveo close,cveo volume,cveo spy close,nblx date,nblx close,nblx volume,nblx spy close,htz date,htz close,htz volume,htz spy close,ttd date,ttd close,ttd volume,ttd spy close,arnc date,arnc close,arnc volume,arnc spy close,arch date,arch close,arch volume,arch spy close
-6,2016-05-31,13.3,69368,203.58,2013-06-25,47.584,814768.0,145.61,2013-03-05,4.0272,16329261.0,140.28,2015-11-03,64.29,476200.0,202.46,2015-02-24,25.462,5927282,200.32,2015-03-10,5.56,300300.0,193.86,2017-02-21,43.96,317656.0,233.18,2017-10-03,220.54,306557,252.86,2013-09-03,16.42,132390,150.92,2016-09-13,56.139,7726992,207.96,2012-03-27,44.173,6385875.0,126.12,2016-11-22,16.79,3840361.0,216.21,2013-03-05,15.562,2649598.0,140.28,2017-02-14,114.11,5648365.0,230.42,2011-02-08,24.37,3419454.0,115.49,2010-11-09,30.96,137110.0,105.94,2013-02-26,61.859,2166787.0,136.39,2017-09-26,16.85,3893390,249.08,2016-04-26,73.132,2330756,202.71,2017-02-21,19.289,4912023.0,233.18,2012-02-28,28.758,1553315,122.37,2017-02-21,3.95,4472245.0,233.18,2016-02-23,9.38,678157.0,185.62,2011-03-08,11.403,135198456,115.5,2011-08-09,16.75,1617067.0,103.29,2011-05-17,35.37,92827.0,116.51,2012-03-06,94.755,2075865.0,119.83,2016-03-08,5.2598,1058752.0,191.5,2016-01-05,89.661,1272327.0,194.37,2016-01-05,40.22,5212886.0,194.37,2013-02-26,6.2378,9341719.0,136.39,2016-02-23,10.01,5483180.0,185.62,2016-12-06,38.89,1546303.0,217.31,2015-12-01,24.582,360976.0,202.15,2015-02-17,5.4528,2397092.0,198.72,2011-02-22,52.576,34600.0,114.85,2013-02-19,47.98,279326.0,139.36,2013-06-11,10.78,7901121.0,148.96,2011-02-01,14.619,363806.0,113.89,2016-02-23,6.88,28661905.0,185.62,2013-06-18,51.94,2617483.0,151.39,2016-02-16,42.999,2300714.0,183.18,2014-12-30,73.112,60946.0,196.35,2015-12-01,38.31,116198.0,202.15,2016-03-29,32.17,326424,199.01,2016-11-15,19.668,327175.0,213.95,2017-10-03,83.992,387742,252.86,2015-10-27,84.5,623000.0,198.24,2015-06-16,79.74,598500.0,199.72,2010-07-13,24.34,594659,95.53,2013-03-05,24.47,150411.0,140.28,2017-06-06,108.94,69554.0,240.84,2011-09-13,27.451,552875,103.53,2015-04-07,7.37,1702042,196.9,2012-02-28,29.35,398692,122.37,2011-11-15,49.847,938584.0,111.44,2016-09-27,29.912,572668,211.3,2013-02-26,3.8688,9763781.0,136.39,2010-11-16,62.68,8331169.0,102.94,2016-04-19,8.8,5508077,203.64,2011-12-20,3.16,2004714.0,110.23,2016-03-01,13.414,1422417.0,191.28,2014-01-14,18.009,241085.0,170.37,2016-01-12,6.9878,1443354.0,186.93,2016-10-18,12.05,19362,209.47,2016-08-30,38.1,145256.0,212.61,2016-02-09,11.6,825712.0,178.99,2013-12-31,25.26,113415.0,171.33,2017-02-21,26.086,490303.0,233.18,2015-03-10,31.98,341797.0,193.86,2015-02-24,13.114,37725,200.32,2016-03-29,22.75,132133,199.01,2015-03-17,8.87,363300.0,196.68,2016-02-09,7.8443,9565499.0,178.99,2015-08-11,47.13,280070.0,199.18,2017-05-02,19.3,809436.0,236.44,2016-09-20,14.69,31079,209.19,2015-07-21,2.39,807100,202.12,2017-03-21,47.023,33017.0,231.46,2016-11-15,27.29,2451195.0,213.95,2017-07-18,49.89,546557,244.45,2016-11-29,19.481,5937936.0,216.54,2017-04-04,72.164,756572.0,233.19
-5,2016-06-01,13.3,33744,204.0,2013-06-26,48.032,575242.0,147.02,2013-03-06,3.9771,9962499.0,140.47,2015-11-04,64.69,441582.0,201.84,2015-02-25,25.701,8031070,200.15,2015-03-11,5.67,351100.0,193.38,2017-02-22,44.2,185755.0,232.97,2017-10-04,219.43,315916,253.16,2013-09-04,16.816,205282,152.18,2016-09-14,55.397,5168452,207.88,2012-03-28,44.413,17608519.0,125.48,2016-11-23,16.86,3323923.0,216.33,2013-03-06,15.723,3852741.0,140.47,2017-02-15,114.93,6096353.0,231.62,2011-02-09,24.08,2593355.0,115.25,2010-11-10,30.64,317655.0,106.35,2013-02-27,63.861,2267006.0,138.11,2017-09-27,16.75,2247625,250.05,2016-04-27,74.692,2843241,203.12,2017-02-22,19.464,6254494.0,232.97,2012-02-29,28.398,10691712,121.86,2017-02-22,3.96,5408629.0,232.97,2016-02-24,9.68,512804.0,186.5,2011-03-09,11.261,86090282,115.33,2011-08-10,15.15,1313599.0,98.728,2011-05-18,36.11,85315.0,117.55,2012-03-07,95.374,1299099.0,120.7,2016-03-09,5.4819,479499.0,192.45,2016-01-06,87.484,2069214.0,191.91,2016-01-06,40.05,6727188.0,191.91,2013-02-27,6.2378,5911972.0,138.11,2016-02-24,10.33,4471982.0,186.5,2016-12-07,39.0,3081959.0,220.14,2015-12-02,23.924,382969.0,200.09,2015-02-18,5.4602,1557293.0,198.74,2011-02-23,51.879,33562.0,114.14,2013-02-20,45.75,522279.0,137.62,2013-06-12,10.619,10165527.0,147.73,2011-02-02,14.615,277258.0,113.67,2016-02-24,7.066,19203685.0,186.5,2013-06-19,50.844,3141864.0,149.28,2016-02-17,42.743,1738481.0,186.18,2014-12-31,72.174,127385.0,194.4,2015-12-02,38.12,94324.0,200.09,2016-03-30,32.2,376554,199.88,2016-11-16,19.668,267191.0,213.54,2017-10-04,84.24,357473,253.16,2015-10-28,87.68,589000.0,200.49,2015-06-17,80.31,428400.0,200.05,2010-07-14,24.17,409221,95.52,2013-03-06,25.31,132557.0,140.47,2017-06-07,108.0,91943.0,241.29,2011-09-14,27.677,443860,104.97,2015-04-08,7.59,1252700,197.56,2012-02-29,28.71,441930,121.86,2011-11-16,49.152,1156703.0,109.65,2016-09-28,31.598,924073,212.35,2013-02-27,3.9076,8538759.0,138.11,2010-11-17,63.45,6512355.0,103.0,2016-04-20,8.97,5225038,203.83,2011-12-21,3.13,1685309.0,110.43,2016-03-02,13.529,1384791.0,192.09,2014-01-15,17.894,348309.0,171.3,2016-01-13,6.9878,1694172.0,182.27,2016-10-19,12.05,17707,210.03,2016-08-31,38.3,134846.0,212.0,2016-02-10,12.11,785595.0,178.83,,,,,2017-02-22,25.666,1175748.0,232.97,2015-03-11,32.402,251371.0,193.38,2015-02-25,13.194,39714,200.15,2016-03-30,23.37,292947,199.88,2015-03-18,8.89,269300.0,199.03,2016-02-10,7.8904,5431283.0,178.83,2015-08-12,47.31,262600.0,199.42,2017-05-03,19.55,996982.0,236.15,2016-09-21,15.11,47799,211.54,2015-07-22,2.17,2340000,201.76,2017-03-22,47.237,33888.0,231.99,2016-11-16,26.44,2141412.0,213.54,2017-07-19,54.68,2334884,245.78,2016-11-30,19.095,6470847.0,216.01,2017-04-05,71.51,646274.0,232.49
-4,2016-06-02,13.33,73119,204.64,2013-06-27,49.181,643159.0,147.9,2013-03-07,3.9917,4433600.0,140.72,2015-11-05,62.83,353800.0,201.63,2015-02-26,25.957,6295386,199.91,2015-03-12,5.79,356000.0,194.07,2017-02-23,43.6,200319.0,233.13,2017-10-05,215.44,430744,254.66,2013-09-05,16.842,144278,152.35,2016-09-15,57.299,5081332,209.95,2012-03-29,44.673,4343191.0,125.26,,,,,2013-03-07,15.579,2417756.0,140.72,2017-02-16,115.79,7257334.0,231.43,2011-02-10,24.11,4908548.0,115.28,2010-11-11,29.95,388769.0,105.97,2013-02-28,62.904,1918398.0,137.84,2017-09-28,16.65,1153444,250.35,2016-04-28,72.754,1527123,201.31,2017-02-23,19.396,6178677.0,233.13,2012-03-01,28.464,2054465,122.5,2017-02-23,4.02,6533047.0,233.13,2016-02-25,9.11,1522046.0,188.74,2011-03-10,11.08,135875872,113.21,2011-08-11,15.63,2489532.0,103.16,2011-05-19,36.19,69032.0,117.82,2012-03-08,96.954,823987.0,121.88,2016-03-10,5.1949,644947.0,192.61,2016-01-07,82.73,4975141.0,187.29,2016-01-07,40.51,7718307.0,187.29,2013-02-28,6.2854,5165395.0,137.84,2016-02-25,10.62,7928910.0,188.74,2016-12-08,38.96,1932126.0,220.69,2015-12-03,23.409,446624.0,197.27,2015-02-19,5.4602,1447839.0,198.59,2011-02-24,53.246,25776.0,114.05,2013-02-21,44.7,423437.0,136.77,2013-06-13,11.012,6888992.0,149.97,2011-02-03,14.56,237801.0,113.92,2016-02-25,7.2324,21239092.0,188.74,2013-06-20,49.511,4431770.0,145.59,2016-02-18,43.66,4127666.0,185.4,,,,,2015-12-03,37.62,132189.0,197.27,2016-03-31,33.16,268496,199.39,2016-11-17,19.618,328341.0,214.66,2017-10-05,84.27,325855,254.66,2015-10-29,84.56,399300.0,200.38,2015-06-18,81.78,434000.0,202.12,2010-07-15,24.26,471108,95.54,2013-03-07,25.61,123324.0,140.72,2017-06-08,110.68,106971.0,241.41,2011-09-15,27.898,476940,106.77,2015-04-09,7.5,829029,198.45,2012-03-01,28.7,348351,122.5,2011-11-17,48.058,1479330.0,107.91,2016-09-29,31.644,875690,210.43,2013-02-28,3.9076,15474904.0,137.84,2010-11-18,63.975,13688086.0,104.51,2016-04-21,9.18,9051989,202.77,2011-12-22,3.35,1577791.0,111.43,2016-03-03,13.829,1283947.0,192.83,2014-01-16,18.173,312049.0,171.07,2016-01-14,6.8526,1662586.0,185.22,2016-10-20,12.1,144195,209.64,2016-09-01,38.4,83265.0,212.01,2016-02-11,11.85,1632056.0,176.49,2014-01-02,25.03,121554.0,169.68,2017-02-23,23.843,3516445.0,233.13,2015-03-12,32.844,234067.0,194.07,2015-02-26,13.3,37751,199.91,2016-03-31,24.04,275824,199.39,2015-03-19,8.8,337500.0,198.14,2016-02-11,7.7613,3621407.0,176.49,2015-08-13,47.71,473900.0,199.17,2017-05-04,19.55,908018.0,236.43,2016-09-22,15.59,42528,212.88,2015-07-23,2.25,1497100,200.63,2017-03-23,48.725,77796.0,231.74,2016-11-17,25.14,2578515.0,214.66,2017-07-20,54.52,1207006,245.88,2016-12-01,19.314,7907378.0,215.22,2017-04-06,73.987,513641.0,233.15
-3,2016-06-03,12.75,31162,204.01,2013-06-28,47.38,681980.0,147.28,2013-03-08,4.1149,10631904.0,141.35,2015-11-06,62.69,606200.0,201.53,2015-02-27,25.976,6012731,199.21,2015-03-13,5.82,276200.0,196.77,2017-02-24,43.78,259092.0,233.42,2017-10-06,217.65,568600,254.37,2013-09-06,16.746,124701,152.43,2016-09-16,57.164,5222373,209.14,2012-03-30,44.604,3692446.0,125.79,2016-11-25,16.84,953373.0,217.14,2013-03-08,15.94,2578362.0,141.35,2017-02-17,116.56,8861286.0,231.78,2011-02-11,24.26,2002607.0,115.96,2010-11-12,29.0,334280.0,104.7,2013-03-01,62.885,2915576.0,138.31,2017-09-29,16.6,790325,251.23,2016-04-29,72.124,2357714,200.18,2017-02-24,19.64,5382957.0,233.42,2012-03-02,28.407,796765,122.14,2017-02-24,4.05,5030954.0,233.42,2016-02-26,9.95,1421306.0,188.31,2011-03-11,11.316,91706675,113.97,2011-08-12,16.01,1106755.0,103.85,2011-05-20,36.11,83159.0,116.91,2012-03-09,96.722,1237761.0,122.38,2016-03-11,6.1487,947516.0,195.71,2016-01-08,83.519,3150008.0,185.25,2016-01-08,39.88,3291278.0,185.25,2013-03-01,6.2538,5025497.0,138.31,2016-02-26,10.76,7023066.0,188.31,2016-12-09,39.03,2449038.0,222.01,2015-12-04,23.671,378082.0,201.14,2015-02-20,5.4528,1397677.0,199.77,2011-02-25,54.891,14833.0,115.28,2013-02-22,45.71,310965.0,138.09,2013-06-14,11.145,7009128.0,149.03,2011-02-04,14.574,287527.0,114.26,2016-02-26,7.8587,37196758.0,188.31,2013-06-21,50.187,5873923.0,146.04,2016-02-19,43.018,4414028.0,185.32,2015-01-02,72.044,116128.0,194.29,2015-12-04,38.19,125300.0,201.14,2016-04-01,33.52,282160,200.77,2016-11-18,19.668,246494.0,214.17,2017-10-06,84.72,118451,254.37,2015-10-30,85.09,337700.0,199.51,2015-06-19,80.69,566900.0,201.24,2010-07-16,23.27,451230,92.917,2013-03-08,25.99,128475.0,141.35,2017-06-09,109.88,109878.0,241.04,2011-09-16,27.879,659879,107.42,2015-04-10,7.56,947200,199.52,2012-03-02,28.04,353884,122.14,2011-11-18,48.574,964115.0,107.81,2016-09-30,33.322,1014063,212.01,2013-03-01,3.8883,12070329.0,138.31,2010-11-19,64.476,13414655.0,104.79,2016-04-22,9.33,6016449,202.76,2011-12-23,3.41,1101062.0,112.41,2016-03-04,14.291,2084410.0,193.45,2014-01-17,18.119,146812.0,170.34,2016-01-15,6.7343,2631596.0,181.22,2016-10-21,11.29,250416,209.74,2016-09-02,38.53,93664.0,212.97,2016-02-12,12.35,562660.0,180.14,2014-01-03,25.18,116227.0,169.65,2017-02-24,24.443,1130873.0,233.42,2015-03-13,33.01,202187.0,196.77,2015-02-27,13.228,44290,199.21,2016-04-01,24.16,224217,200.77,2015-03-20,9.0,1790900.0,199.88,2016-02-12,8.4257,3274619.0,180.14,2015-08-14,48.38,220800.0,199.91,2017-05-05,20.0,1279694.0,237.37,2016-09-23,15.43,78469,211.7,2015-07-24,2.02,1786700,198.55,2017-03-24,49.173,25298.0,231.58,2016-11-18,25.23,1869406.0,214.17,2017-07-21,52.33,1247872,245.67,2016-12-02,19.501,3138085.0,215.32,2017-04-07,74.046,646346.0,232.91
0,2016-06-06,13.1,81551,205.06,2013-07-01,47.751,552710.0,148.15,2013-03-11,4.1544,12814807.0,141.86,2015-11-09,62.47,573740.0,199.65,2015-03-02,25.542,7783978,200.48,2015-03-16,5.78,235900.0,197.24,2017-02-27,43.74,160143.0,233.77,2017-10-09,216.56,204858,253.95,2013-09-09,16.913,145495,153.91,2016-09-19,56.472,3338354,209.18,2012-04-02,45.145,3287776.0,126.69,2016-11-28,16.74,2339885.0,216.11,2013-03-11,16.177,4798503.0,141.86,,,,,2011-02-14,24.95,3421595.0,116.24,2010-11-15,28.95,428990.0,104.55,2013-03-04,62.951,1704282.0,139.04,2017-10-02,16.6,997848,252.32,2016-05-02,73.202,1486673,201.78,2017-02-27,19.6,5045710.0,233.77,2012-03-05,28.389,729469,121.63,2017-02-27,4.09,4347855.0,233.77,2016-02-29,9.93,829654.0,186.83,2011-03-14,11.269,82617730,113.3,2011-08-15,16.16,569219.0,106.06,2011-05-23,35.22,59290.0,115.54,2012-03-12,97.012,859690.0,122.39,2016-03-14,5.7782,754087.0,195.45,2016-01-11,85.288,2403616.0,185.42,2016-01-11,39.68,3893059.0,185.42,2013-03-04,6.2953,7877924.0,139.04,2016-02-29,9.76,43777589.0,186.83,2016-12-12,39.75,5101825.0,221.76,2015-12-07,23.579,324922.0,199.91,2015-02-23,5.4303,1955530.0,199.74,2011-02-28,55.079,56404.0,116.0,2013-02-25,44.48,410453.0,135.48,2013-06-17,10.851,6197657.0,150.16,2011-02-07,14.631,290642.0,114.97,2016-02-29,8.0348,39054081.0,186.83,2013-06-24,48.872,4645129.0,144.2,2016-02-22,43.612,2539549.0,188.01,2015-01-05,71.234,171256.0,190.77,2015-12-07,37.44,187300.0,199.91,2016-04-04,34.31,346606,200.1,2016-11-21,19.718,287947.0,215.78,2017-10-09,85.29,113778,253.95,2015-11-02,86.69,344804.0,201.87,2015-06-22,82.02,447900.0,202.26,2010-07-19,23.22,583411,93.464,2013-03-11,25.89,203710.0,141.86,2017-06-12,111.16,109665.0,240.99,2011-09-19,27.198,359781,106.31,2015-04-13,7.58,906000,198.63,2012-03-05,27.65,359652,121.63,2011-11-21,47.524,1376413.0,105.76,2016-10-03,32.869,737420,211.5,2013-03-04,4.0532,15854402.0,139.04,2010-11-22,64.379,13469264.0,104.69,2016-04-25,9.37,9059058,202.4,,,,,2016-03-07,14.802,1301052.0,193.61,,,,,,,,,2016-10-24,11.42,52493,210.63,,,,,,,,,2014-01-06,25.1,146500.0,169.16,2017-02-27,24.836,797560.0,233.77,2015-03-16,33.056,112300.0,197.24,2015-03-02,13.393,170101,200.48,2016-04-04,24.19,409872,200.1,2015-03-23,8.97,435000.0,199.48,,,,,2015-08-17,48.74,292800.0,201.02,2017-05-08,19.9,1588442.0,237.33,2016-09-26,15.49,56349,209.99,2015-07-27,1.87,2880200,197.38,2017-03-27,47.519,41419.0,231.35,2016-11-21,25.84,1444579.0,215.78,2017-07-24,54.11,846928,245.61,2016-12-05,20.066,4598020.0,216.63,2017-04-10,75.145,407217.0,233.05
